Location,Unique_Id,row,col,Genotype,PlHa,PHI,YdHa,YdPl,SW,PSN,SWP,HI,VPP,StWP,PlHa_cat
INV-M3-2,20GH1CA237,33,8,GCDT_118,4.0,67.89328427,615.0,3.69,0.186835443,3.16,0.5904,39.21360255,1.0,15.9,1.0
INV-M3-2,20GH1CA258,15,9,GCDT_227,3.0,78.90295359,623.3333333,4.986666667,0.26245614,3.5625,0.935,58.41468176,,6.65,1.0
INV-M3-2,20GH1CA072,4,4,GCDT_029,4.0,78.93628225,624.5833333,3.7475,0.230615385,2.407407407,0.5551851851851852,63.40947547,,4.65,1.0
INV-M3-2,20GH1CA372,32,12,SEF_060,4.0,75.07477567,627.5,3.765,0.212112676,4.176470588,0.8858823529411765,55.49005158,3.0,7.08,1.0
INV-M3-2,20GH1CA023,23,2,GCDT_082,4.0,73.05101059,632.5,3.795,0.187407407,2.892857143,0.5421428571428571,48.77892031,18.0,10.34,1.0
INV-M3-2,20GH1CA321,20,11,AMADEUS,5.0,74.15894686,633.75,3.042,0.1521,3.333333333,0.507,53.68866926,2.0,7.82,2.0
INV-M3-2,20GH1CA366,26,12,GCDT_149,4.0,77.61953204,635.8333333,3.815,0.263103448,3.625,0.95375,57.21784777,2.0,7.01,1.0
INV-M3-2,20GH1CA218,14,8,GCDT_192,4.0,66.56534954,638.75,3.8325,0.219,2.258064516,0.49451612903225806,38.57574233,3.0,16.71,1.0
INV-M3-2,20GH1CA206,2,8,GCDT_161,5.0,73.289597,651.6666667,3.128,0.248253968,2.739130435,0.68,50.37037037,3.0,9.71,2.0
INV-M3-2,20GH1CA399,10,13,GCDT_063,4.0,74.11764706,656.25,3.9375,0.167553191,2.186046512,0.36627906976744184,48.25367647,,11.39,1.0
INV-M3-2,20GH1CA359,19,12,GCDT_068,5.0,74.44913268,661.6666667,3.176,0.129105691,2.510204082,0.3240816326530612,48.062954,4.0,11.71,2.0
INV-M3-2,20GH1CA143,7,6,GCDT_221,5.0,72.4122207,661.6666667,3.176,0.182528736,2.289473684,0.41789473684210526,40.81213056,1.0,16.98,2.0
INV-M3-2,20GH1CA199,6,7,GCDT_224,4.0,68.87931034,665.8333333,3.995,0.225070423,2.535714286,0.5707142857142857,46.50756694,13.0,11.16,1.0
INV-M3-2,20GH1CA099,31,4,GCDT_005,5.0,71.11992945,672.0833333,3.226,0.19202381,1.787234043,0.34319148936170213,35.02714441,1.0,23.37,2.0
INV-M3-2,20GH1CA262,11,9,GCDT_230,4.0,78.19767442,672.5,4.035,0.196829268,3.037037037,0.5977777777777779,60.56285178,1.0,6.01,1.0
INV-M3-2,20GH1CA330,11,11,GCDT_148,5.0,67.6581483,672.9166667,3.23,0.207051282,3.545454545,0.734090909090909,28.8960458,46.0,32.02,2.0
INV-M3-2,20GH1CA247,26,9,GCDT_164,4.0,79.08337396,675.8333333,4.055,0.265901639,3.588235294,0.9541176470588235,40.0098668,3.0,20.03,1.0
INV-M3-2,20GH1CA082,14,4,GCDT_274,4.0,74.59807074,676.6666667,4.06,0.261935484,3.444444444,0.9022222222222221,33.6023174,8.0,26.56,1.0
INV-M3-2,20GH1CA392,17,13,GCDT_185,3.0,69.96587031,683.3333333,5.466666667,0.303703704,2.25,0.6833333333333332,44.27645788,1.0,13.6,1.0
INV-M3-2,20GH1CA083,15,4,GCDT_254,4.0,77.0706598,686.25,4.1175,0.196071429,2.545454545,0.49909090909090903,54.62686567,,8.78,1.0
INV-M3-2,20GH1CA335,6,11,GCDT_027,4.0,75.11373976,687.9166667,4.1275,0.262063492,2.625,0.6879166666666667,45.78480311,,14.08,1.0
INV-M3-2,20GH1CA098,30,4,ICTA_LIGERO,4.0,85.13582778,692.0833333,4.1525,0.202560976,3.153846154,0.6388461538461538,71.68752697,5.0,3.66,1.0
INV-M3-2,20GH1CA094,26,4,GCDT_228,4.0,68.77062706,694.5833333,4.1675,0.168383838,2.828571429,0.4762857142857143,43.67304166,5.0,13.93,1.0
INV-M3-2,20GH1CA326,15,11,GCDT_080,3.0,65.55772994,697.9166667,5.583333333,0.288793103,2.0,0.5775862068965517,33.94123607,3.0,23.8,1.0
INV-M3-2,20GH1CA096,28,4,GCDT_269,3.0,84.87903226,701.6666667,5.613333333,0.183043478,4.0,0.7321739130434782,72.9952319,6.0,3.23,1.0
INV-M3-2,20GH1CA292,20,10,GCDT_157,4.0,79.03075489,706.6666667,4.24,0.235555556,4.8,1.1306666666666667,55.77112792,4.0,8.95,1.0
INV-M3-2,20GH1CA079,11,4,GCDT_105,4.0,74.87880123,707.9166667,4.2475,0.182688172,2.90625,0.5309375,55.28799219,11.0,8.04,1.0
INV-M3-2,20GH1CA159,23,6,GCDT_225,4.0,62.45421245,710.4166667,4.2625,0.254477612,1.970588235,0.5014705882352941,38.9536212,5.0,16.47,1.0
INV-M3-2,20GH1CA242,31,9,GCDT_034,5.0,81.86602871,712.9166667,3.422,0.244428571,4.117647059,1.006470588235294,63.22985957,3.0,6.16,2.0
INV-M3-2,20GH1CA139,3,6,GCDT_137,3.0,70.96640398,712.9166667,5.703333333,0.255373134,2.392857143,0.6110714285714286,42.60458167,4.0,16.05,1.0
INV-M3-2,20GH1CA271,2,9,GCDT_170,3.0,,713.75,5.71,0.244714286,2.692307692,0.6588461538461539,,3.0,9.0,1.0
INV-M3-2,20GH1CA213,9,8,VAP_001,4.0,75.7602468,716.25,4.2975,0.220384615,3.12,0.6876000000000001,,5.0,,1.0
INV-M3-2,20GH1CA380,29,13,GCDT_118,4.0,71.40529532,730.4166667,4.3825,0.213780488,2.733333333,0.5843333333333334,46.08307045,4.0,13.49,1.0
INV-M3-2,20GH1CA004,4,2,GCDT_249,3.0,80.7073955,732.0833333,5.856666667,0.188924731,4.043478261,0.7639130434782608,66.57824934,9.0,4.62,1.0
INV-M3-2,20GH1CA183,22,7,GCDT_201,4.0,71.25506073,733.3333333,4.4,0.22,2.75862069,0.606896551724138,49.29971989,22.0,11.0,1.0
INV-M3-2,20GH1CA403,6,13,GCDT_258,5.0,80.76042144,734.5833333,3.526,0.238243243,2.96,0.7051999999999999,62.53990777,9.0,6.36,2.0
INV-M3-2,20GH1CA187,18,7,GCDT_010,5.0,75.43340381,743.3333333,3.568,0.258550725,3.136363636,0.8109090909090909,46.66492284,4.0,14.58,2.0
INV-M3-2,20GH1CA162,26,6,GCDT_270,4.0,81.3466788,745.0,4.47,0.266865672,3.35,0.8939999999999999,26.33672117,,45.91,1.0
INV-M3-2,20GH1CA395,14,13,GCDT_045,5.0,82.94144767,749.5833333,3.598,0.224875,3.076923077,0.6919230769230769,69.4058642,5.0,4.23,2.0
INV-M3-2,20GH1CA298,26,10,GCDT_137,4.0,79.3769197,753.75,4.5225,0.247808219,3.65,0.9045,57.30123535,1.0,8.78,1.0
INV-M3-2,20GH1CA103,34,5,GCDT_272,5.0,73.94855043,754.5833333,3.622,0.238289474,3.304347826,0.7873913043478261,28.8283986,6.0,38.33,2.0
INV-M3-2,20GH1CA012,12,2,GCDT_145,4.0,69.23076923,757.5,4.545,0.239210526,2.814814815,0.6733333333333333,40.93672596,20.0,18.15,1.0
INV-M3-2,20GH1CA393,16,13,GCDT_253,4.0,79.48494107,758.75,4.5525,0.214235294,3.541666667,0.75875,35.73390895,,28.05,1.0
INV-M3-2,20GH1CA318,23,11,GCDT_285,5.0,71.64766024,759.1666667,3.644,0.211860465,2.15,0.45549999999999996,54.27464999,1.0,8.14,2.0
INV-M3-2,20GH1CA323,18,11,GCDT_099,4.0,79.93019197,763.3333333,4.58,0.188865979,3.03125,0.5725,64.64361327,2.0,5.42,1.0
INV-M3-2,20GH1CA057,12,3,GCDT_085,3.0,81.10720562,769.1666667,6.153333333,0.27969697,3.666666667,1.0255555555555556,58.49176172,2.0,8.8,1.0
INV-M3-2,20GH1CA192,13,7,GCDT_251,4.0,75.81967213,770.8333333,4.625,0.156779661,2.87804878,0.45121951219512196,57.13403335,4.0,7.98,1.0
INV-M3-2,20GH1CA404,5,13,GCDT_106,5.0,74.91909385,771.6666667,3.704,0.284923077,2.5,0.7123076923076923,38.01313629,1.0,24.0,2.0
INV-M3-2,20GH1CA316,25,11,GCDT_128,5.0,79.09556314,772.5,3.708,0.187272727,3.193548387,0.5980645161290322,57.36386139,3.0,8.88,2.0
INV-M3-2,20GH1CA081,13,4,GCDT_087,4.0,83.74717833,772.9166667,4.6375,0.26884058,3.45,0.9275,65.33990842,1.0,6.24,1.0
INV-M3-2,20GH1CA363,23,12,GCDT_257,5.0,73.34378675,779.5833333,3.742,0.246184211,2.814814815,0.692962962962963,48.53437095,119.0,13.04,2.0
INV-M3-2,20GH1CA275,3,10,GCDT_156,3.0,68.15541031,782.0833333,6.256666667,0.213295455,2.838709677,0.6054838709677419,44.35255198,,14.78,1.0
INV-M3-2,20GH1CA179,26,7,GCDT_012,4.0,74.67352592,786.25,4.7175,0.241923077,2.689655172,0.6506896551724138,54.93449782,5.0,9.08,1.0
INV-M3-2,20GH1CA146,10,6,GCDT_285,4.0,71.63443307,787.0833333,4.7225,0.20311828,2.583333333,0.5247222222222222,54.01772948,2.0,8.6,1.0
INV-M3-2,20GH1CA056,13,3,GCDT_095,4.0,82.31233822,795.0,4.77,0.224470588,3.863636364,0.8672727272727272,53.17725753,6.0,12.7,1.0
INV-M3-2,20GH1CA229,25,8,SMR_155,4.0,71.31147541,797.5,4.785,0.341785714,1.696969697,0.5800000000000001,38.27234553,,23.17,1.0
INV-M3-2,20GH1CA305,33,10,GCDT_016,5.0,71.93113772,800.8333333,3.844,0.252894737,2.171428571,0.5491428571428572,55.24576028,7.0,8.07,2.0
INV-M3-2,20GH1CA332,9,11,GCDT_282,5.0,67.51392758,807.9166667,3.878,0.160247934,2.42,0.38780000000000003,48.18588469,1.0,11.52,2.0
INV-M3-2,20GH1CA078,10,4,GCDT_036,4.0,75.83787997,810.8333333,4.865,0.218651685,2.542857143,0.556,58.64978903,1.0,7.52,1.0
INV-M3-2,20GH1CA134,3,5,GCDT_125,3.0,74.74246471,816.25,6.53,0.212934783,2.705882353,0.5761764705882353,56.68402778,,8.35,1.0
INV-M3-2,20GH1CA338,3,11,GCDT_075,5.0,76.30350195,817.0833333,3.922,0.181574074,3.0,0.5447222222222222,53.25909832,1.0,11.12,2.0
INV-M3-2,20GH1CA069,1,4,GCDT_099,4.0,78.85075818,823.3333333,4.94,0.201632653,3.0625,0.6175,65.60424967,1.0,5.06,1.0
INV-M3-2,20GH1CA228,24,8,GCDT_178,5.0,79.91161109,828.75,3.978,0.301363636,2.869565217,0.8647826086956522,61.31319359,1.0,7.55,2.0
INV-M3-2,20GH1CA027,27,2,GCDT_113,3.0,80.66075745,834.1666667,6.673333333,0.241204819,4.368421053,1.0536842105263158,63.19444444,5.0,6.86,1.0
INV-M3-2,20GH1CA074,6,4,GCDT_177,5.0,74.10284869,834.5833333,4.006,0.263552632,2.533333333,0.6676666666666667,44.56062291,,17.92,2.0
INV-M3-2,20GH1CA111,26,5,GCDT_132,4.0,79.80922099,836.6666667,5.02,0.230804598,3.222222222,0.7437037037037036,46.45997224,13.0,18.06,1.0
INV-M3-2,20GH1CA007,7,2,GCDT_013,4.0,68.32884097,845.0,5.07,0.307272727,2.64,0.8112,40.77201448,2.0,20.06,1.0
INV-M3-2,20GH1CA088,20,4,GCDT_107,4.0,78.66563227,845.0,5.07,0.343728814,2.107142857,0.7242857142857143,40.68204614,,24.07,1.0
INV-M3-2,20GH1CA356,16,12,GCDT_194,4.0,68.71621622,847.5,5.085,0.308181818,2.357142857,0.7264285714285714,36.2115008,1.0,26.57,1.0
INV-M3-2,20GH1CA310,31,11,GCDT_084,5.0,79.71127585,851.25,4.086,0.249146341,3.037037037,0.7566666666666667,58.85911841,2.0,9.08,2.0
INV-M3-2,20GH1CA273,1,10,GCDT_059,4.0,74.76329206,855.4166667,5.1325,0.209489796,2.390243902,0.5007317073170732,55.83355997,4.0,9.31,1.0
INV-M3-2,20GH1CA296,24,10,GCDT_222,4.0,76.66666667,862.5,5.175,0.276,3.947368421,1.0894736842105264,46.91749773,20.0,17.12,1.0
INV-M3-2,20GH1CA272,1,9,SMC_214,4.0,63.47799511,865.4166667,5.1925,,,0.5325641025641026,33.16302092,3.0,29.91,1.0
INV-M3-2,20GH1CA245,28,9,GCDT_021,2.0,79.11127991,867.9166667,10.415,0.257160494,3.0,0.7714814814814814,57.71681906,,9.76,0.0
INV-M3-2,20GH1CA227,23,8,GCDT_297,5.0,76.03485839,872.5,4.188,0.312537313,2.576923077,0.8053846153846155,40.00764234,4.0,24.8,2.0
INV-M3-2,20GH1CA076,8,4,GCDT_091,3.0,79.32330827,879.1666667,7.033333333,0.254216867,2.964285714,0.7535714285714287,55.04826507,,11.73,1.0
INV-M3-2,20GH1CA276,4,10,GCDT_152,4.0,73.01038062,879.1666667,5.275,0.31969697,2.129032258,0.6806451612903226,33.81410256,1.0,33.5,1.0
INV-M3-2,20GH1CA118,19,5,GCDT_176,4.0,70.09966777,879.1666667,5.275,0.229347826,2.628571429,0.6028571428571429,45.77006508,9.0,16.0,1.0
INV-M3-2,20GH1CA046,23,3,GCDT_288,4.0,81.3174114,879.5833333,5.2775,0.166220472,3.628571429,0.6031428571428571,67.44408946,13.0,5.34,1.0
INV-M3-2,20GH1CA164,28,6,GCDT_102,5.0,76.19906239,880.4166667,4.226,0.205145631,2.239130435,0.4593478260869565,58.71075299,,8.26,2.0
INV-M3-2,20GH1CA365,25,12,GCDT_249,5.0,79.6686747,881.6666667,4.232,0.166614173,4.096774194,0.6825806451612904,57.79841573,,10.05,2.0
INV-M3-2,20GH1CA286,14,10,GCDT_039,3.0,78.50570482,888.75,7.11,0.211188119,2.72972973,0.5764864864864865,58.34245077,1.0,9.39,1.0
INV-M3-2,20GH1CA223,19,8,GCDT_061,4.0,79.25925926,891.6666667,5.35,0.220618557,2.771428571,0.6114285714285714,54.75946776,1.0,12.08,1.0
INV-M3-2,20GH1CA030,30,2,GCDT_079,4.0,72.07267833,892.5,5.355,0.22787234,2.186046512,0.498139534883721,51.06078665,3.0,12.23,1.0
INV-M3-2,20GH1CA102,34,4,GCDT_234,5.0,81.41827835,894.5833333,4.294,0.191696429,3.393939394,0.6506060606060605,60.76988395,,8.96,2.0
INV-M3-2,20GH1CA388,21,13,GCDT_133,4.0,81.22418325,901.25,5.4075,0.263780488,3.153846154,0.8319230769230769,64.08888889,2.0,7.12,1.0
INV-M3-2,20GH1CA185,20,7,GCDT_031,4.0,78.76042044,905.4166667,5.4325,0.268271605,1.88372093,0.5053488372093023,58.85698808,10.0,9.33,1.0
INV-M3-2,20GH1CA182,23,7,GCDT_042,4.0,72.60273973,905.4166667,5.4325,0.219494949,1.8,0.3950909090909091,51.73809524,46.0,12.07,1.0
INV-M3-2,20GH1CA357,17,12,ICTA_LIGERO,4.0,79.52468007,906.25,5.4375,0.197727273,2.972972973,0.5878378378378378,66.33119854,2.0,5.44,1.0
INV-M3-2,20GH1CA158,22,6,GCDT_074,4.0,74.80260899,907.9166667,5.4475,0.298493151,2.703703704,0.807037037037037,42.75063763,41.0,21.84,1.0
INV-M3-2,20GH1CA036,33,3,GCDT_017,5.0,78.46374731,910.8333333,4.372,0.28025641,3.0,0.8407692307692307,59.19306797,2.0,9.07,2.0
INV-M3-2,20GH1CA381,28,13,GCDT_086,3.0,79.98544396,915.8333333,7.326666667,0.215490196,3.290322581,0.7090322580645162,61.88063063,9.0,8.04,1.0
INV-M3-2,20GH1CA125,12,5,GCDT_200,5.0,74.05660377,915.8333333,4.396,0.258588235,2.073170732,0.5360975609756098,46.07000629,,18.03,2.0
INV-M3-2,20GH1CA119,18,5,GCDT_147,4.0,,921.6666667,5.53,0.254252874,2.636363636,0.6703030303030303,,5.0,,1.0
INV-M3-2,20GH1CA141,5,6,GCDT_026,4.0,74.82257519,922.5,5.535,0.203119266,2.658536585,0.54,51.81371402,2.0,13.14,1.0
INV-M3-2,20GH1CA367,27,12,GCDT_131,6.0,78.24400564,924.5833333,3.698333333,0.228762887,3.344827586,0.7651724137931035,47.09252971,10.0,18.76,2.0
INV-M3-2,20GH1CA173,32,7,GCDT_027,5.0,79.34472934,928.3333333,4.456,0.179677419,3.444444444,0.6188888888888889,61.76878292,3.0,7.99,2.0
INV-M3-2,20GH1CA345,5,12,GCDT_021,3.0,78.34439399,934.5833333,7.476666667,0.280375,4.444444444,1.2461111111111112,49.92210105,3.0,16.3,1.0
INV-M3-2,20GH1CA408,1,13,GCDT_103,5.0,73.31597787,938.75,4.506,0.258965517,1.933333333,0.5006666666666667,41.85398477,,23.1,2.0
INV-M3-2,20GH1CA155,19,6,GCDT_051,5.0,80.98313599,940.4166667,4.514,0.191271186,3.277777778,0.6269444444444444,57.24067969,4.0,11.56,2.0
INV-M3-2,20GH1CA161,25,6,GCDT_299,4.0,68.50015029,949.5833333,5.6975,0.135654762,3.733333333,0.5064444444444445,48.88459888,,13.35,1.0
INV-M3-2,20GH1CA080,12,4,AMADEUS,5.0,77.03478555,950.4166667,4.562,0.265232558,3.307692308,0.8773076923076922,56.55839326,2.0,10.72,2.0
INV-M3-2,20GH1CA175,30,7,GCDT_159,3.0,78.35795259,950.4166667,7.603333333,0.259204545,3.52,0.9124,58.21847882,4.0,10.07,1.0
INV-M3-2,20GH1CA328,13,11,GCDT_002,4.0,73.91304348,956.25,5.7375,0.185080645,2.952380952,0.5464285714285714,53.21122189,8.0,12.08,1.0
INV-M3-2,20GH1CA407,2,13,GCDT_093,5.0,71.25231339,962.5,4.62,0.222115385,3.25,0.721875,40.15296367,7.0,25.11,2.0
INV-M3-2,20GH1CA035,34,3,GCDT_195,3.0,72.19618869,962.9166667,7.703333333,0.187886179,4.1,0.7703333333333333,46.77190852,4.0,17.4,1.0
INV-M3-2,20GH1CA320,21,11,GCDT_071,5.0,82.56848097,967.0833333,4.642,0.257888889,4.285714286,1.1052380952380954,57.98151386,1.0,11.92,2.0
INV-M3-2,20GH1CA003,3,2,GCDT_015,5.0,70.82574378,972.0833333,4.666,0.291625,1.568627451,0.4574509803921568,35.16201959,2.0,33.41,2.0
INV-M3-2,20GH1CA208,4,8,GCDT_110,5.0,79.65412004,978.75,4.698,0.266931818,3.52,0.9396,61.39571354,,8.77,2.0
INV-M3-2,20GH1CA140,4,6,GCDT_085,3.0,83.08071907,982.0833333,7.856666667,0.250744681,4.476190476,1.1223809523809525,63.12265667,1.0,8.97,1.0
INV-M3-2,20GH1CA374,34,12,GCDT_229,5.0,72.51908397,989.5833333,4.75,0.193089431,2.510204082,0.4846938775510204,55.52957681,8.0,10.02,2.0
INV-M3-2,20GH1CA065,4,3,GCDT_050,4.0,,990.0,5.94,0.2376,3.03030303,0.7200000000000001,,1.0,,1.0
INV-M3-2,20GH1CA195,10,7,GCDT_090,4.0,80.43184885,993.3333333,5.96,0.290731707,3.28,0.9536,54.45408862,4.0,14.14,1.0
INV-M3-2,20GH1CA130,7,5,SEF_010,4.0,81.53846154,993.75,5.9625,0.243367347,3.769230769,0.9173076923076924,59.31360358,1.0,10.96,1.0
INV-M3-2,20GH1CA337,4,11,GCDT_254,5.0,73.23124043,996.25,4.782,0.151329114,2.633333333,0.3985,52.3309258,3.0,13.04,2.0
INV-M3-2,20GH1CA207,3,8,GCDT_077,5.0,72.60606061,998.3333333,4.792,0.2396,1.960784314,0.4698039215686275,44.66815809,,20.64,2.0
INV-M3-2,20GH1CA067,2,3,GCDT_006,5.0,65.92835658,1004.583333,4.822,0.297654321,1.840909091,0.5479545454545455,37.08660206,24.0,28.44,2.0
INV-M3-2,20GH1CA040,29,3,GCDT_247,5.0,80.19148234,1012.083333,4.858,0.178602941,3.487179487,0.6228205128205128,60.498132,,9.86,2.0
INV-M3-2,20GH1CA039,30,3,GCDT_158,4.0,80.2306425,1014.583333,6.0875,0.231904762,3.888888889,0.9018518518518519,65.19410977,1.0,7.0,1.0
INV-M3-2,20GH1CA169,33,6,GCDT_031,5.0,82.43836542,1017.083333,4.882,0.262473118,2.447368421,0.6423684210526316,60.1083477,2.0,11.0,2.0
INV-M3-2,20GH1CA166,30,6,GCDT_029,5.0,81.93375711,1020.416667,4.898,0.21112069,3.411764706,0.7202941176470588,67.82054832,,6.22,2.0
INV-M3-2,20GH1CA387,22,13,SEF_010,4.0,79.77235772,1022.083333,6.1325,0.213304348,3.833333333,0.8176666666666667,63.25425477,5.0,8.03,1.0
INV-M3-2,20GH1CA163,27,6,GCDT_018,3.0,71.98716078,1027.916667,8.223333333,0.212672414,4.0,0.8506896551724139,52.7813436,5.0,12.47,1.0
INV-M3-2,20GH1CA214,10,8,GCDT_035,5.0,79.14661534,1027.916667,4.934,0.230560748,3.34375,0.7709375,59.64700193,,10.19,2.0
INV-M3-2,20GH1CA172,33,7,GCDT_101,5.0,82.05980066,1029.166667,4.94,0.19296875,2.723404255,0.5255319148936171,66.21983914,5.0,7.2,2.0
INV-M3-2,20GH1CA300,28,10,GCDT_074,6.0,82.8916471,1029.583333,4.118333333,0.268586957,4.380952381,1.1766666666666667,44.45044073,1.0,25.78,2.0
INV-M3-2,20GH1CA205,1,8,GCDT_076,4.0,74.22834882,1032.083333,6.1925,0.2477,2.325581395,0.576046511627907,51.14598389,22.0,15.06,1.0
INV-M3-2,20GH1CA312,29,11,GCDT_160,3.0,81.33595285,1035.0,8.28,0.285517241,3.625,1.035,59.84100217,4.0,10.97,1.0
INV-M3-2,20GH1CA288,16,10,GCDT_174,2.0,65.42887029,1042.5,12.51,0.157358491,1.962962963,0.3088888888888889,45.54058973,1.0,16.7,0.0
INV-M3-2,20GH1CA128,9,5,GCDT_114,5.0,74.29837518,1047.916667,5.03,0.28258427,1.934782609,0.5467391304347826,,,,2.0
INV-M3-2,20GH1CA309,32,11,GCDT_141,5.0,75.67567568,1050.0,5.04,0.283146067,2.405405405,0.681081081081081,48.79938033,4.0,18.34,2.0
INV-M3-2,20GH1CA110,27,5,GCDT_164,3.0,77.75068577,1062.916667,8.503333333,0.283444444,3.75,1.0629166666666667,59.70044465,1.0,9.92,1.0
INV-M3-2,20GH1CA248,25,9,GCDT_210,5.0,71.86111111,1077.916667,5.174,0.233063063,3.46875,0.8084375,63.67216343,5.0,4.63,2.0
INV-M3-2,20GH1CA122,15,5,SMC_214,4.0,73.36355908,1078.75,6.4725,0.233243243,3.964285714,0.9246428571428572,53.20591862,,13.37,1.0
INV-M3-2,20GH1CA025,25,2,GCDT_154,4.0,67.563373,1088.333333,6.53,0.192058824,2.029850746,0.38985074626865673,37.46414228,7.0,31.06,1.0
INV-M3-2,20GH1CA201,4,7,GCDT_116,4.0,67.11031482,1092.5,6.555,0.203255814,1.816901408,0.3692957746478873,31.29251701,1.0,44.72,1.0
INV-M3-2,20GH1CA186,19,7,GCDT_034,4.0,82.72070374,1097.083333,6.5825,0.253173077,3.466666667,0.8776666666666666,63.2628544,5.0,9.79,1.0
INV-M3-2,20GH1CA220,16,8,GCDT_215,4.0,71.31258457,1097.916667,6.5875,0.260891089,2.463414634,0.6426829268292683,32.24819484,,44.76,1.0
INV-M3-2,20GH1CA148,12,6,GCDT_001,4.0,78.12592374,1101.25,6.6075,0.256601942,3.678571429,0.9439285714285715,50.47746371,3.0,18.53,1.0
INV-M3-2,20GH1CA250,23,9,SEN_118,4.0,83.22844556,1102.083333,6.6125,0.261881188,3.258064516,0.8532258064516128,59.06654757,2.0,13.0,1.0
INV-M3-2,20GH1CA253,20,9,GCDT_112,5.0,77.31239092,1107.5,5.316,0.285806452,2.657142857,0.7594285714285713,57.27213963,6.0,12.03,2.0
INV-M3-2,20GH1CA402,7,13,GCDT_262,5.0,78.0058651,1108.333333,5.32,0.227350427,3.9,0.8866666666666667,56.66808692,,12.84,2.0
INV-M3-2,20GH1CA224,20,8,GCDT_176,5.0,71.80451128,1114.166667,5.348,0.254666667,2.5,0.6366666666666666,48.84018265,1.0,17.51,2.0
INV-M3-2,20GH1CA100,32,4,GCDT_296,5.0,85.33630858,1115.416667,5.354,0.257403846,4.0,1.0296153846153846,68.53558628,2.0,7.69,2.0
INV-M3-2,20GH1CA204,1,7,GCDT_100,5.0,79.98805257,1115.833333,5.356,0.184689655,2.735849057,0.5052830188679246,68.03861789,,5.88,2.0
INV-M3-2,20GH1CA299,27,10,GCDT_089,5.0,81.47023086,1117.5,5.364,0.253018868,3.655172414,0.9248275862068965,64.5642754,2.0,8.62,2.0
INV-M3-2,20GH1CA382,27,13,GCDT_098,3.0,81.21597096,1118.75,8.95,0.195985401,4.029411765,0.7897058823529413,64.65205875,4.0,8.47,1.0
INV-M3-2,20GH1CA165,29,6,GCDT_043,5.0,83.54037267,1120.833333,5.38,0.18943662,3.641025641,0.6897435897435897,71.35278515,10.0,5.5,2.0
INV-M3-2,20GH1CA091,23,4,GCDT_121,5.0,59.0034965,1125.0,5.4,0.195652174,1.769230769,0.34615384615384615,32.55365324,13.0,37.18,2.0
INV-M3-2,20GH1CA221,17,8,GCDT_032,5.0,76.94278395,1126.25,5.406,0.318,1.888888889,0.6006666666666667,46.08695652,8.0,23.52,2.0
INV-M3-2,20GH1CA062,7,3,GCDT_054,5.0,78.84057971,1133.333333,5.44,0.2176,2.717391304,0.591304347826087,61.51062867,3.0,9.72,2.0
INV-M3-2,20GH1CA107,30,5,GCDT_003,4.0,78.91392259,1138.333333,6.83,0.2732,3.703703704,1.0118518518518518,61.75406872,3.0,9.62,1.0
INV-M3-2,20GH1CA327,14,11,GCDT_291,4.0,77.61363636,1138.333333,6.83,0.229579832,3.5,0.8035294117647059,55.38212041,,14.13,1.0
INV-M3-2,20GH1CA136,1,5,GCDT_098,4.0,80.59481743,1140.416667,6.8425,0.215511811,3.256410256,0.7017948717948718,59.838216,1.0,11.78,1.0
INV-M3-2,20GH1CA005,5,2,GCDT_256,5.0,76.8172888,1140.416667,5.474,0.191398601,3.666666667,0.7017948717948718,51.00633619,9.0,18.03,2.0
INV-M3-2,20GH1CA048,21,3,GCDT_125,4.0,80.83726415,1142.5,6.855,0.210923077,3.714285714,0.7834285714285715,64.9917042,,8.27,1.0
INV-M3-2,20GH1CA156,20,6,GCDT_022,5.0,78.52848554,1142.916667,5.486,0.334512195,2.157894737,0.7218421052631578,53.38653172,12.0,16.45,2.0
INV-M3-2,20GH1CA066,3,3,GCDT_295,5.0,70.44989775,1148.333333,5.512,0.167030303,2.946428571,0.4921428571428571,51.96078431,2.0,13.92,2.0
INV-M3-2,20GH1CA049,20,3,GCDT_101,4.0,80.97189696,1152.5,6.915,0.217795276,3.256410256,0.7092307692307692,67.15222141,8.0,7.03,1.0
INV-M3-2,20GH1CA011,11,2,GCDT_044,4.0,81.01635514,1155.833333,6.935,0.264190476,3.088235294,0.8158823529411764,65.05628518,2.0,8.4,1.0
INV-M3-2,20GH1CA378,31,13,GCDT_255,4.0,79.62697274,1156.25,6.9375,0.272058824,3.0,0.8161764705882353,67.11003628,11.0,6.5,1.0
INV-M3-2,20GH1CA401,8,13,GCDT_262,5.0,77.02104097,1159.166667,5.564,0.220793651,3.9375,0.869375,56.74077096,,12.91,2.0
INV-M3-2,20GH1CA087,19,4,GCDT_241,4.0,70.747782,1162.916667,6.9775,0.213053435,2.519230769,0.5367307692307692,53.13154388,5.0,13.08,1.0
INV-M3-2,20GH1CA070,2,4,GCDT_096,4.0,70.33877039,1167.916667,7.0075,0.283131313,2.2,0.6228888888888889,39.73631982,20.0,30.69,1.0
INV-M3-2,20GH1CA037,32,3,GCDT_289,4.0,82.13239602,1168.333333,7.01,0.158418079,4.214285714,0.6676190476190476,69.37159822,5.0,6.28,1.0
INV-M3-2,20GH1CA235,31,8,GCDT_211,5.0,,1168.75,5.61,,,,,2.0,9.9,2.0
