Location,Unique_Id,row,col,Genotype,PlHa,PHI,YdHa,YdPl,SW,PSN,SWP,HI,VPP,StWP,PlHa_cat
M3-AMBIENTE,20OUTCA293,21,10,GCDT_159,4.0,76.88571429,1121.25,6.7275,0.21528,3.125,0.67275,59.7336293,,10.05,1.0
M3-AMBIENTE,20OUTCA010,10,2,GCDT_289,4.0,75.32684284,1128.333333,6.77,0.14961326,3.549019608,0.5309803921568627,64.86227545,1.0,5.8,1.0
M3-AMBIENTE,20OUTCA069,1,4,GCDT_022,4.0,77.47798921,1136.666667,6.82,0.243571429,2.947368421,0.7178947368421053,61.98591229,2.0,8.8,1.0
M3-AMBIENTE,20OUTCA089,21,4,GCDT_067,4.0,61.32944083,1137.916667,6.8275,0.278673469,1.96,0.5462,43.5357883,15.0,18.2,1.0
M3-AMBIENTE,20OUTCA180,25,7,GCDT_004,3.0,82.0,1144.583333,9.156666667,0.227024793,4.653846154,1.0565384615384614,69.72081218,1.0,5.9,1.0
M3-AMBIENTE,20OUTCA311,30,11,GCDT_173,3.0,72.15655372,1144.583333,9.156666667,0.227024793,3.102564103,0.7043589743589743,55.40540541,1.0,11.51,1.0
M3-AMBIENTE,20OUTCA003,3,2,GCDT_239,3.0,69.40880503,1149.583333,9.196666667,0.190275862,2.164179104,0.4117910447761194,59.14255091,1.0,6.9,1.0
M3-AMBIENTE,20OUTCA259,14,9,GCDT_023,3.0,75.0203197,1153.75,9.23,0.240782609,3.833333333,0.923,58.03814714,2.0,10.8,1.0
M3-AMBIENTE,20OUTCA201,4,7,GCDT_178,3.0,78.67876382,1156.25,9.25,0.283163265,3.0625,0.8671875,65.34024017,2.0,7.2,1.0
M3-AMBIENTE,20OUTCA333,8,11,GCDT_017,4.0,69.93726474,1161.25,6.9675,0.275940594,2.244444444,0.6193333333333334,48.93766462,,17.1,1.0
M3-AMBIENTE,20OUTCA224,20,8,GCDT_196,4.0,77.19491993,1165.0,6.99,0.192827586,3.625,0.6990000000000001,55.79724606,1.0,13.89,1.0
M3-AMBIENTE,20OUTCA254,19,9,SEF_060,4.0,80.12582213,1167.5,7.005,0.21389313,4.225806452,0.9038709677419354,63.49422162,1.0,9.16,1.0
M3-AMBIENTE,20OUTCA155,19,6,GCDT_029,4.0,77.58430072,1169.583333,7.0175,0.237881356,2.80952381,0.6683333333333333,67.39495798,6.0,5.47,1.0
M3-AMBIENTE,20OUTCA406,3,13,GCDT_218,4.0,78.96512936,1170.0,7.02,0.216,3.421052632,0.7389473684210526,67.97385621,3.0,5.75,1.0
M3-AMBIENTE,20OUTCA378,31,13,GCDT_272,3.0,75.20064205,1171.25,9.37,0.319431818,4.0,1.2777272727272726,61.01584545,2.0,8.69,1.0
M3-AMBIENTE,20OUTCA056,13,3,GCDT_258,4.0,80.3652968,1173.333333,7.04,0.207058824,3.487179487,0.7220512820512821,72.87784679,,3.6,1.0
M3-AMBIENTE,20OUTCA206,2,8,GCDT_121,4.0,73.17322432,1193.333333,7.16,0.209051095,2.634615385,0.5507692307692308,42.61270644,,28.07,1.0
M3-AMBIENTE,20OUTCA380,29,13,GCDT_087,3.0,79.72183588,1194.166667,9.553333333,0.215488722,4.75,1.0235714285714286,60.81052408,8.0,11.18,1.0
M3-AMBIENTE,20OUTCA255,18,9,GCDT_006,4.0,68.11731315,1200.0,7.2,0.259459459,3.46875,0.9,38.26225588,30.0,32.99,1.0
M3-AMBIENTE,20OUTCA198,7,7,GCDT_178,3.0,,1200.0,9.6,0.282352941,3.1875,0.9,,2.0,,1.0
M3-AMBIENTE,20OUTCA327,14,11,GCDT_255,2.0,76.15648956,1200.416667,14.405,0.221615385,3.25,0.72025,63.51410935,,7.53,0.0
M3-AMBIENTE,20OUTCA133,4,5,GCDT_045,4.0,82.06150342,1200.833333,7.205,0.242184874,3.131578947,0.758421052631579,71.83449651,,5.0,1.0
M3-AMBIENTE,20OUTCA102,34,4,GCDT_011,4.0,73.4418723,1202.916667,7.2175,0.238595041,3.78125,0.9021875,54.46142237,,13.7,1.0
M3-AMBIENTE,20OUTCA098,30,4,GCDT_194,3.0,74.94193548,1210.0,9.68,0.305684211,2.794117647,0.8541176470588235,58.25476429,1.0,11.1,1.0
M3-AMBIENTE,20OUTCA111,26,5,GCDT_138,4.0,65.83766674,1213.333333,7.28,0.277333333,2.058823529,0.5709803921568628,48.99882214,5.0,15.2,1.0
M3-AMBIENTE,20OUTCA033,33,2,GCDT_300,3.0,75.81021519,1218.333333,9.746666667,0.198911565,3.675,0.731,60.07807684,2.0,10.1,1.0
M3-AMBIENTE,20OUTCA391,18,13,GCDT_265,4.0,80.90632771,1220.0,7.32,0.160879121,3.5,0.5630769230769231,71.88804321,6.0,4.54,1.0
M3-AMBIENTE,20OUTCA072,4,4,GCDT_110,4.0,76.46293888,1225.0,7.35,0.219402985,2.977777778,0.6533333333333333,64.97237569,2.0,6.8,1.0
M3-AMBIENTE,20OUTCA083,15,4,GCDT_215,4.0,72.43163341,1225.0,7.35,0.21,3.5,0.735,48.52285856,9.0,20.0,1.0
M3-AMBIENTE,20OUTCA135,2,5,GCDT_031,4.0,80.28938029,1225.416667,7.3525,0.262589286,2.666666667,0.7002380952380952,66.04536268,,7.9,1.0
M3-AMBIENTE,20OUTCA031,31,2,GCDT_120,3.0,76.4950598,1225.833333,9.806666667,0.231653543,4.233333333,0.9806666666666667,49.31277238,5.0,21.2,1.0
M3-AMBIENTE,20OUTCA115,22,5,GCDT_193,4.0,68.04337794,1228.75,7.3725,0.232204724,2.886363636,0.6702272727272727,51.07377901,1.0,14.4,1.0
M3-AMBIENTE,20OUTCA271,2,9,GCDT_252,4.0,81.10409228,1230.416667,7.3825,0.165898876,3.632653061,0.6026530612244898,71.77929023,1.0,4.73,1.0
M3-AMBIENTE,20OUTCA379,30,13,SEF_060,4.0,79.63111468,1241.25,7.4475,0.230930233,4.961538462,1.1457692307692307,67.50509857,2.0,6.72,1.0
M3-AMBIENTE,20OUTCA407,2,13,GCDT_134,3.0,73.74507874,1248.75,9.99,0.198476821,4.314285714,0.8562857142857142,63.5226791,,6.54,1.0
M3-AMBIENTE,20OUTCA304,32,10,GCDT_086,2.0,83.3148251,1250.416667,15.005,0.20414966,3.868421053,0.7897368421052632,75.32630522,,3.82,0.0
M3-AMBIENTE,20OUTCA040,29,3,GCDT_190,3.0,72.49097473,1255.0,10.04,0.213617021,3.525,0.753,53.9301701,9.0,14.3,1.0
M3-AMBIENTE,20OUTCA018,18,2,GCDT_254,3.0,76.97988286,1259.583333,10.07666667,0.208482759,3.452380952,0.7197619047619048,62.1121841,,9.4,1.0
M3-AMBIENTE,20OUTCA353,13,12,GCDT_297,5.0,70.78599583,1272.083333,6.106,0.238515625,2.37037037,0.5653703703703704,47.34801489,3.0,21.35,2.0
M3-AMBIENTE,20OUTCA181,24,7,AMADEUS,4.0,78.12739831,1272.5,7.635,0.21971223,3.971428571,0.8725714285714286,67.73120426,,6.0,1.0
M3-AMBIENTE,20OUTCA015,15,2,GCDT_140,4.0,64.99787866,1276.666667,7.66,0.211310345,2.37704918,0.5022950819672132,42.88913774,4.0,24.3,1.0
M3-AMBIENTE,20OUTCA337,4,11,GCDT_259,3.0,78.99742931,1280.416667,10.24333333,0.236384615,3.421052632,0.8086842105263158,63.01004716,2.0,9.87,1.0
M3-AMBIENTE,20OUTCA245,28,9,GCDT_195,4.0,76.71812749,1283.75,7.7025,0.24452381,3.073170732,0.7514634146341463,60.98574822,3.0,10.36,1.0
M3-AMBIENTE,20OUTCA314,27,11,GCDT_187,3.0,79.66976264,1286.666667,10.29333333,0.261694915,3.6875,0.965,69.34650797,,5.77,1.0
M3-AMBIENTE,20OUTCA167,31,6,GCDT_290,4.0,69.91190422,1289.583333,7.7375,0.412666667,1.875,0.7737499999999999,54.61443445,5.0,12.4,1.0
M3-AMBIENTE,20OUTCA009,9,2,GCDT_066,3.0,79.01955804,1296.25,10.37,0.225434783,3.72972973,0.8408108108108108,63.14187132,,9.9,1.0
M3-AMBIENTE,20OUTCA334,7,11,GCDT_106,3.0,74.41141498,1303.75,10.43,0.26075,4.444444444,1.1588888888888889,58.43137255,,11.5,1.0
M3-AMBIENTE,20OUTCA094,26,4,GCDT_018,4.0,76.8023541,1305.0,7.83,0.256721311,4.357142857,1.1185714285714285,57.80730897,2.0,13.4,1.0
M3-AMBIENTE,20OUTCA192,13,7,GCDT_141,3.0,73.27887981,1308.333333,10.46666667,0.241538462,3.25,0.7849999999999999,57.70997978,3.0,11.56,1.0
M3-AMBIENTE,20OUTCA109,28,5,GCDT_112,3.0,76.67151163,1318.75,10.55,0.188392857,3.5,0.6593749999999999,64.35542904,,7.9,1.0
M3-AMBIENTE,20OUTCA283,11,10,GCDT_289,4.0,79.11706349,1329.166667,7.975,0.175274725,2.935483871,0.5145161290322581,68.88361045,,5.99,1.0
M3-AMBIENTE,20OUTCA153,17,6,GCDT_051,4.0,80.37735849,1331.25,7.9875,0.182571429,3.365384615,0.614423076923077,69.86660835,2.0,5.98,1.0
M3-AMBIENTE,20OUTCA215,11,8,GCDT_130,3.0,78.77742174,1331.666667,10.65333333,0.240300752,4.433333333,1.0653333333333335,62.21530076,,10.8,1.0
M3-AMBIENTE,20OUTCA141,5,6,GCDT_129,4.0,74.44728881,1332.916667,7.9975,0.219109589,3.743589744,0.8202564102564102,52.55462461,1.0,17.9,1.0
M3-AMBIENTE,20OUTCA132,5,5,GCDT_033,4.0,78.43376433,1339.583333,8.0375,0.245419847,3.742857143,0.9185714285714285,61.60183943,1.0,11.2,1.0
M3-AMBIENTE,20OUTCA210,6,8,GCDT_020,3.0,76.12399432,1340.416667,10.72333333,0.284690265,3.138888889,0.8936111111111111,60.4472003,2.0,10.96,1.0
M3-AMBIENTE,20OUTCA343,3,12,GCDT_272,3.0,69.27206356,1344.166667,10.75333333,0.268833333,2.666666667,0.7168888888888888,47.00568265,3.0,22.06,1.0
M3-AMBIENTE,20OUTCA223,19,8,GCDT_147,3.0,77.85817656,1345.0,10.76,0.224166667,3.692307692,0.8276923076923077,64.13669779,,8.87,1.0
M3-AMBIENTE,20OUTCA233,29,8,GCDT_039,3.0,83.39340886,1349.583333,10.79666667,0.215933333,4.166666667,0.8997222222222222,73.44671202,1.0,5.26,1.0
M3-AMBIENTE,20OUTCA341,1,12,GCDT_182,3.0,67.19105775,1352.5,10.82,0.171746032,3.203389831,0.5501694915254237,52.45636716,5.0,13.57,1.0
M3-AMBIENTE,20OUTCA211,7,8,GCDT_093,4.0,76.64938737,1355.416667,8.1325,0.254140625,3.459459459,0.8791891891891892,36.03234382,3.0,47.84,1.0
M3-AMBIENTE,20OUTCA170,34,6,GCDT_109,4.0,74.29288321,1357.083333,8.1425,0.177978142,4.066666667,0.7237777777777777,64.31674566,1.0,6.8,1.0
M3-AMBIENTE,20OUTCA002,2,2,GCDT_141,4.0,66.61894048,1357.083333,8.1425,0.206139241,3.038461538,0.6263461538461539,49.50600395,9.0,16.9,1.0
M3-AMBIENTE,20OUTCA042,27,3,GCDT_202,4.0,76.17269545,1360.0,8.16,0.189767442,4.526315789,0.8589473684210527,64.06280667,1.0,8.1,1.0
M3-AMBIENTE,20OUTCA367,27,12,GCDT_297,4.0,69.30252279,1362.083333,8.1725,0.257401575,2.760869565,0.7106521739130435,47.46624074,10.0,21.7,1.0
M3-AMBIENTE,20OUTCA104,33,5,GCDT_046,3.0,74.39800091,1364.583333,10.91666667,0.235611511,3.23255814,0.7616279069767442,58.5658083,1.0,11.9,1.0
M3-AMBIENTE,20OUTCA112,25,5,GCDT_052,4.0,78.5046729,1365.0,8.19,0.215526316,3.897435897,0.84,65.35008977,,8.4,1.0
M3-AMBIENTE,20OUTCA264,9,9,GCDT_153,3.0,70.26046114,1371.25,10.97,0.235071429,3.255813953,0.7653488372093022,42.46999613,1.0,30.65,1.0
M3-AMBIENTE,20OUTCA092,24,4,GCDT_097,4.0,75.17115472,1372.5,8.235,0.247669173,3.325,0.8234999999999999,52.18631179,1.0,19.3,1.0
M3-AMBIENTE,20OUTCA139,3,6,GCDT_242,4.0,81.11819519,1378.333333,8.27,0.208050314,4.184210526,0.8705263157894736,73.8722644,2.0,4.0,1.0
M3-AMBIENTE,20OUTCA147,11,6,GCDT_038,5.0,79.26333413,1380.833333,6.628,0.198443114,3.34,0.6628000000000001,63.23220759,8.0,10.6,2.0
M3-AMBIENTE,20OUTCA219,15,8,GCDT_177,4.0,77.1633503,1389.583333,8.3375,0.2668,3.289473684,0.8776315789473684,59.24675786,,13.07,1.0
M3-AMBIENTE,20OUTCA154,18,6,GCDT_197,5.0,77.02764977,1392.916667,6.686,0.186759777,4.475,0.83575,59.22054916,,13.05,2.0
M3-AMBIENTE,20OUTCA262,11,9,GCDT_095,3.0,82.99555116,1399.166667,11.19333333,0.239857143,4.0,0.9594285714285714,72.51133664,1.0,5.85,1.0
M3-AMBIENTE,20OUTCA321,20,11,GCDT_078,3.0,73.56272708,1434.166667,11.47333333,0.222064516,2.384615385,0.5295384615384615,53.78965463,,17.2,1.0
M3-AMBIENTE,20OUTCA241,32,9,GCDT_090,4.0,80.21390374,1437.5,8.625,0.23,3.75,0.8625,69.22150883,3.0,6.83,1.0
M3-AMBIENTE,20OUTCA230,26,8,GCDT_293,4.0,76.83603284,1442.916667,8.6575,0.220573248,4.757575758,1.0493939393939395,61.14053672,,11.57,1.0
M3-AMBIENTE,20OUTCA355,15,12,GCDT_211,3.0,80.42168675,1446.25,11.57,0.234527027,3.217391304,0.7545652173913043,64.56473214,,10.6,1.0
M3-AMBIENTE,20OUTCA082,14,4,GCDT_017,4.0,76.31233596,1453.75,8.7225,0.272578125,3.282051282,0.8946153846153846,57.27183191,2.0,15.2,1.0
M3-AMBIENTE,20OUTCA246,27,9,GCDT_250,6.0,75.30198447,1454.583333,5.818333333,0.192872928,3.290909091,0.6347272727272727,63.94944129,,8.23,2.0
M3-AMBIENTE,20OUTCA393,16,13,SMC_214,4.0,69.71326165,1458.75,8.7525,0.222993631,3.738095238,0.8335714285714285,49.35852249,2.0,20.71,1.0
M3-AMBIENTE,20OUTCA122,15,5,GCDT_191,4.0,77.3634569,1469.583333,8.8175,0.186613757,4.395348837,0.820232558139535,66.18502533,,7.7,1.0
M3-AMBIENTE,20OUTCA339,2,11,GCDT_089,4.0,80.38724374,1470.416667,8.8225,0.248521127,3.837837838,0.9537837837837838,68.97967162,,7.26,1.0
M3-AMBIENTE,20OUTCA251,22,9,GCDT_117,3.0,75.65511412,1491.666667,11.93333333,0.238666667,3.75,0.8949999999999999,57.78853914,2.0,14.63,1.0
M3-AMBIENTE,20OUTCA043,26,3,GCDT_108,4.0,67.25168036,1500.833333,9.005,0.261014493,3.45,0.9005000000000001,46.50142009,21.0,23.9,1.0
M3-AMBIENTE,20OUTCA087,19,4,GCDT_077,3.0,77.39520958,1507.916667,12.06333333,0.227610063,3.18,0.7238,59.85775719,4.0,13.7,1.0
M3-AMBIENTE,20OUTCA372,32,12,GCDT_015,4.0,73.65972082,1517.083333,9.1025,0.252847222,4.114285714,1.0402857142857143,52.75282527,10.0,19.59,1.0
M3-AMBIENTE,20OUTCA120,17,5,GCDT_249,4.0,81.09010011,1518.75,9.1125,0.172748815,4.22,0.7290000000000001,69.62750716,,7.4,1.0
M3-AMBIENTE,20OUTCA296,24,10,GCDT_124,5.0,74.64788732,1523.75,7.314,0.183768844,3.262295082,0.5995081967213115,62.04614863,6.0,9.95,2.0
M3-AMBIENTE,20OUTCA001,1,2,GCDT_036,3.0,77.72592278,1526.666667,12.21333333,0.223414634,4.0,0.8936585365853659,65.26540791,1.0,9.0,1.0
M3-AMBIENTE,20OUTCA189,16,7,GCDT_241,3.0,79.38634399,1530.833333,12.24666667,0.258732394,4.303030303,1.1133333333333333,60.2295082,2.0,14.72,1.0
M3-AMBIENTE,20OUTCA047,22,3,GCDT_035,4.0,78.78851836,1555.416667,9.3325,0.193419689,4.488372093,0.8681395348837209,66.32906894,,8.9,1.0
M3-AMBIENTE,20OUTCA073,5,4,SEN_118,3.0,81.52173913,1562.5,12.5,0.253378378,4.0,1.0135135135135136,67.8119349,11.0,9.3,1.0
M3-AMBIENTE,20OUTCA058,11,3,DOR_390,4.0,77.88084931,1574.166667,9.445,0.215885714,4.166666667,0.8995238095238095,61.72194086,4.0,12.7,1.0
M3-AMBIENTE,20OUTCA390,19,13,GCDT_163,4.0,65.4278306,1577.083333,9.4625,0.272302158,3.088888889,0.8411111111111111,44.63443396,9.0,26.95,1.0
M3-AMBIENTE,20OUTCA347,7,12,GCDT_250,4.0,77.26066544,1577.083333,9.4625,0.195103093,4.511627907,0.8802325581395349,63.48540758,1.0,10.63,1.0
M3-AMBIENTE,20OUTCA365,25,12,DOR_390,3.0,74.41360438,1586.25,12.69,0.172262443,4.169811321,0.7183018867924529,60.75646345,2.0,11.5,1.0
M3-AMBIENTE,20OUTCA138,2,6,GCDT_033,4.0,81.09820486,1600.0,9.6,0.235582822,4.179487179,0.9846153846153846,67.66519824,1.0,9.4,1.0
M3-AMBIENTE,20OUTCA194,11,7,GCDT_170,3.0,76.44977393,1620.416667,12.96333333,0.218483146,3.178571429,0.6944642857142858,57.1239718,1.0,17.21,1.0
M3-AMBIENTE,20OUTCA081,13,4,GCDT_125,3.0,77.59824456,1620.833333,12.96666667,0.193532338,4.1875,0.8104166666666667,67.38264334,5.0,7.6,1.0
M3-AMBIENTE,20OUTCA152,16,6,GCDT_212,3.0,80.48078899,1632.083333,13.05666667,0.229064327,3.42,0.7834,67.10639027,2.0,9.7,1.0
M3-AMBIENTE,20OUTCA045,24,3,GCDT_291,3.0,82.27557411,1642.083333,13.13666667,0.237409639,4.256410256,1.0105128205128204,69.75221239,1.0,8.6,1.0
M3-AMBIENTE,20OUTCA383,26,13,GCDT_280,3.0,79.81963928,1659.583333,13.27666667,0.232923977,4.621621622,1.0764864864864865,68.31903945,2.0,8.4,1.0
M3-AMBIENTE,20OUTCA287,15,10,GCDT_056,3.0,80.16495675,1660.416667,13.28333333,0.201262626,4.125,0.8302083333333333,64.05722553,,12.5,1.0
M3-AMBIENTE,20OUTCA197,8,7,SMR_155,4.0,73.50787257,1672.916667,10.0375,0.299626866,3.268292683,0.9792682926829268,56.45388076,5.0,16.5,1.0
M3-AMBIENTE,20OUTCA137,1,6,GCDT_152,3.0,70.2453454,1682.083333,13.45666667,0.276506849,2.754716981,0.7616981132075471,49.85797209,,23.5,1.0
M3-AMBIENTE,20OUTCA285,13,10,GCDT_088,4.0,79.30696946,1687.916667,10.1275,0.226312849,4.475,1.01275,65.02407705,4.0,11.22,1.0
M3-AMBIENTE,20OUTCA039,30,3,GCDT_034,3.0,83.14629667,1697.916667,13.58333333,0.232857143,4.72972973,1.1013513513513513,73.14665231,,6.7,1.0
M3-AMBIENTE,20OUTCA252,21,9,GCDT_185,3.0,75.09130752,1713.333333,13.70666667,0.274133333,3.0,0.8223999999999999,57.22237684,5.0,17.1,1.0
M3-AMBIENTE,20OUTCA310,31,11,GCDT_256,4.0,76.3863386,1733.333333,10.4,0.25060241,3.387755102,0.8489795918367348,62.24749364,5.0,12.37,1.0
M3-AMBIENTE,20OUTCA401,8,13,GCDT_149,4.0,77.53287646,1744.166667,10.465,0.244795322,3.976744186,0.9734883720930232,60.60518315,3.0,15.08,1.0
M3-AMBIENTE,20OUTCA190,15,7,GCDT_079,3.0,74.94673295,1758.75,14.07,0.260555556,2.892857143,0.75375,58.08449154,2.0,16.35,1.0
M3-AMBIENTE,20OUTCA150,14,6,GCDT_135,4.0,79.13815424,1782.916667,10.6975,0.230053763,4.894736842,1.1260526315789474,64.66676742,1.0,12.1,1.0
M3-AMBIENTE,20OUTCA258,15,9,GCDT_034,3.0,82.16548282,1783.333333,14.26666667,0.248837209,4.41025641,1.0974358974358973,69.14378029,,9.81,1.0
M3-AMBIENTE,20OUTCA195,10,7,GCDT_238,4.0,79.37418996,1786.25,10.7175,0.332325581,2.744680851,0.9121276595744681,54.25895456,1.0,25.0,1.0
M3-AMBIENTE,20OUTCA354,14,12,SMR_155,3.0,71.49261166,1794.166667,14.35333333,0.303239437,2.958333333,0.8970833333333333,55.68343463,,17.1,1.0
M3-AMBIENTE,20OUTCA171,34,7,GCDT_292,4.0,76.57386061,1799.166667,10.795,0.229680851,4.476190476,1.0280952380952382,64.4573817,3.0,10.6,1.0
M3-AMBIENTE,20OUTCA064,5,3,GCDT_064,4.0,70.66837634,1837.083333,11.0225,0.216127451,3.290322581,0.7111290322580646,50.97699156,5.0,24.1,1.0
M3-AMBIENTE,20OUTCA097,29,4,GCDT_153,3.0,72.96229211,1846.25,14.77,0.275217391,3.096153846,0.8521153846153846,52.29552697,1.0,24.0,1.0
M3-AMBIENTE,20OUTCA193,12,7,GCDT_001,4.0,77.55350618,1857.083333,11.1425,0.243551913,4.066666667,0.9904444444444445,62.17912946,1.0,14.21,1.0
M3-AMBIENTE,20OUTCA376,33,13,GCDT_019,4.0,79.21279213,1878.333333,11.27,0.296578947,4.75,1.40875,68.65671642,1.0,8.75,1.0
M3-AMBIENTE,20OUTCA330,11,11,GCDT_240,4.0,77.26655348,1896.25,11.3775,0.248688525,3.66,0.9102,53.56008003,,26.07,1.0
M3-AMBIENTE,20OUTCA144,8,6,GCDT_253,3.0,73.67000159,1932.916667,15.46333333,0.209909502,3.564516129,0.748225806451613,56.66300232,,18.9,1.0
M3-AMBIENTE,20OUTCA408,1,13,GCDT_122,3.0,76.58289817,1955.416667,15.64333333,0.23465,3.571428571,0.8380357142857143,63.61664633,1.0,12.49,1.0
M3-AMBIENTE,20OUTCA174,31,7,GCDT_169,3.0,73.30938623,1955.833333,15.64666667,0.243212435,2.4125,0.58675,53.75014314,3.0,23.3,1.0
M3-AMBIENTE,20OUTCA188,17,7,GCDT_260,4.0,80.05110733,1957.916667,11.7475,0.242216495,4.041666667,0.9789583333333334,66.08072001,1.0,12.41,1.0
M3-AMBIENTE,20OUTCA096,28,4,GCDT_094,4.0,81.50329061,1960.833333,11.765,0.24257732,3.527272727,0.8556363636363636,68.96248535,1.0,10.5,1.0
M3-AMBIENTE,20OUTCA136,1,5,GCDT_217,4.0,77.98587153,1977.916667,11.8675,0.178458647,4.666666667,0.8328070175438597,67.26654386,2.0,9.7,1.0
M3-AMBIENTE,20OUTCA157,21,6,GCDT_009,4.0,73.97943285,1978.333333,11.87,0.228269231,3.409836066,0.7783606557377049,45.01327266,1.0,41.3,1.0
M3-AMBIENTE,20OUTCA160,24,6,GCDT_016,3.0,75.93889243,1988.333333,15.90666667,0.29825,2.580645161,0.7696774193548387,59.76953908,,17.0,1.0
M3-AMBIENTE,20OUTCA145,9,6,GCDT_180,4.0,72.98991134,1989.583333,11.9375,0.282544379,2.816666667,0.7958333333333333,53.82100992,1.0,23.3,1.0
M3-AMBIENTE,20OUTCA384,25,13,GCDT_126,4.0,73.27111383,1995.416667,11.9725,0.216696833,3.810344828,0.8256896551724138,56.14302462,8.0,19.94,1.0
M3-AMBIENTE,20OUTCA006,6,2,GCDT_146,3.0,78.16,2035.416667,16.28333333,0.257105263,4.222222222,1.0855555555555556,65.13333333,1.0,12.5,1.0
M3-AMBIENTE,20OUTCA028,28,2,GCDT_069,3.0,80.2274163,2116.666667,16.93333333,0.222807018,4.071428571,0.9071428571428571,69.0968444,1.0,10.2,1.0
M3-AMBIENTE,20OUTCA086,18,4,GCDT_049,4.0,76.29662654,2139.166667,12.835,0.268795812,4.658536585,1.2521951219512195,63.46890839,6.0,13.6,1.0
M3-AMBIENTE,20OUTCA182,23,7,GCDT_172,4.0,73.7435751,2152.083333,12.9125,0.259547739,2.211111111,0.5738888888888889,53.28037962,7.0,26.9,1.0
M3-AMBIENTE,20OUTCA124,13,5,GCDT_014,3.0,76.93555523,2173.75,17.39,0.270310881,2.924242424,0.7904545454545455,61.90815237,2.0,16.46,1.0
M3-AMBIENTE,20OUTCA074,6,4,GCDT_210,4.0,83.79622282,2200.0,13.2,0.230567686,4.403846154,1.0153846153846153,72.02291638,,10.3,1.0
M3-AMBIENTE,20OUTCA191,14,7,GCDT_135,5.0,79.15362837,2213.333333,10.624,0.237142857,4.392156863,1.0415686274509803,67.69466038,3.0,11.36,2.0
M3-AMBIENTE,20OUTCA356,16,12,GCDT_032,4.0,77.23647963,2219.583333,13.3175,0.287945946,2.890625,0.83234375,58.49346656,,22.1,1.0
M3-AMBIENTE,20OUTCA121,16,5,GCDT_136,4.0,75.37240707,2255.833333,13.535,0.239557522,4.708333333,1.1279166666666667,58.51075327,2.0,20.7,1.0
M3-AMBIENTE,20OUTCA216,12,8,GCDT_184,4.0,79.37890001,2279.166667,13.675,0.230801688,5.152173913,1.1891304347826088,65.45411033,3.0,14.66,1.0
M3-AMBIENTE,20OUTCA049,20,3,GCDT_081,4.0,77.15764443,2298.333333,13.79,0.290315789,4.418604651,1.2827906976744186,64.67346699,1.0,13.8,1.0
M3-AMBIENTE,20OUTCA349,9,12,VAP_001,4.0,79.58190149,2315.833333,13.895,0.194335664,4.766666667,0.9263333333333333,63.49822918,1.0,17.69,1.0
M3-AMBIENTE,20OUTCA361,21,12,GCDT_193,4.0,75.28630921,2410.416667,14.4625,0.264155251,3.268656716,0.8634328358208956,62.19761316,1.0,16.17,1.0
M3-AMBIENTE,20OUTCA151,15,6,GCDT_151,3.0,77.8420557,2410.833333,19.28666667,0.326892655,3.160714286,1.0332142857142856,58.42673937,2.0,24.7,1.0
M3-AMBIENTE,20OUTCA403,6,13,GCDT_205,3.0,74.9840133,2442.916667,19.54333333,0.24127572,2.793103448,0.6739080459770115,61.00301738,1.0,17.92,1.0
M3-AMBIENTE,20OUTCA243,30,9,GCDT_197,4.0,79.40780619,2458.333333,14.75,0.23046875,5.12,1.18,65.78947368,7.0,15.38,1.0
M3-AMBIENTE,20OUTCA046,23,3,SEN_118,4.0,83.34946757,2511.25,15.0675,0.252175732,4.509433962,1.1371698113207547,73.40153453,,9.8,1.0
M3-AMBIENTE,20OUTCA179,26,7,GCDT_003,4.0,78.49037358,2565.0,15.39,0.303251232,4.06,1.2312,65.19114688,1.0,16.0,1.0
M3-AMBIENTE,20OUTCA184,21,7,GCDT_095,4.0,82.45104232,2719.166667,16.315,0.251,3.939393939,0.9887878787878789,69.61066667,1.0,14.6,1.0
M3-AMBIENTE,20OUTCA023,23,2,GCDT_055,4.0,79.43572905,2721.666667,16.33,0.182969188,4.25,0.7776190476190475,66.83720454,2.0,15.5,1.0
M3-AMBIENTE,20OUTCA196,9,7,GCDT_287,4.0,82.40785645,2832.083333,16.9925,0.243620072,4.65,1.1328333333333334,70.66957787,2.0,13.7,1.0
M3-AMBIENTE,20OUTCA107,30,5,GCDT_127,5.0,75.84474436,3207.916667,15.398,0.230508982,3.711111111,0.8554444444444443,60.95321036,,24.8,2.0
M3-AMBIENTE,20OUTCA026,26,2,GCDT_146,4.0,77.91386407,3233.75,19.4025,0.271363636,4.144927536,1.1247826086956523,65.54345072,1.0,18.8,1.0
M3-AMBIENTE,20OUTCA038,31,3,GCDT_092,2.0,,,,,,,,,3.1,0.0
M3-AMBIENTE,20OUTCA177,28,7,GCDT_105,3.0,,,,,,,,20.0,4.7,1.0
M3-AMBIENTE,20OUTCA108,29,5,GCDT_204,3.0,,,,,,,,,13.7,1.0
M3-AMBIENTE,20OUTCA169,33,6,GCDT_206,4.0,,,,,,,,,10.0,1.0
M3-AMBIENTE,20OUTCA226,22,8,GCDT_207,3.0,,,,,,,,,6.46,1.0
M3-AMBIENTE,20OUTCA085,17,4,GCDT_277,4.0,,,,,,,,3.0,2.6,1.0
M3-AMBIENTE,20OUTCA052,17,3,GCDT_282,3.0,,,,,,,,4.0,2.9,1.0
M3-AMBIENTE,20OUTCA292,20,10,GCDT_302,4.0,,,,,,,,,3.99,1.0
